Series15_HealthyLungBiopsy_1,Series15_HealthyLungBiopsy_2,Series15_COVID19Lung_1,Series15_COVID19Lung_2
GIGYF2,1973,667,0,25
KCNJ13,19,0,0,0
NGEF,4,22,0,0
NEU2,0,0,0,0
INPP5D,874,603,0,42
ATG16L1,1104,570,0,2
SCARNA5,69,1,0,0
SCARNA6,34,5,0,0
SAG,0,0,0,0
DGKD,3730,986,0,9
USP40,1220,735,0,2
UGT1A8,0,0,0,0
UGT1A10,0,2,0,0
UGT1A9,0,0,0,0
UGT1A7,0,0,0,0
UGT1A6,5,0,0,0
UGT1A5,0,0,0,0
UGT1A4,0,0,0,0
UGT1A3,1,0,0,0
DNAJB3,0,0,0,0
LOC100286922,0,0,0,0
UGT1A1,1,0,0,0
HJURP,22,7,0,0
MSL3P1,25,8,0,0
TRPM8,3,0,4,0
SPP2,0,0,0,0
ARL4C,2749,526,2,51
SH3BP4,1118,983,1,22
AGAP1,511,730,0,6
GBX2,4,0,0,0
ASB18,0,0,0,0
IQCA1,130,37,3,5
COPS8,2085,997,0,62
COL6A3,11944,3180,22,423
MLPH,645,812,0,23
PRLH,0,0,0,0
RAB17,302,161,0,1
LRRFIP1,4661,2573,0,19
RBM44,71,15,0,0
RAMP1,230,683,0,3
UBE2F,650,358,0,95
UBE2F-SCLY,0,0,0,0
SCLY,5,4,0,0
ESPNL,0,2,0,0
KLHL30,1,37,0,0
ILKAP,1647,762,0,5
LOC151174,14,23,0,0
LOC643387,13,7,0,1
HES6,38,56,0,2
PER2,690,673,0,4
TRAF3IP1,171,363,0,17
ASB1,1453,676,0,0
TWIST2,230,85,1,24
HDAC4,770,383,1,9
MIR4440,1,0,0,0
MIR4441,0,0,0,0
MGC16025,0,8,0,0
MIR4269,1,0,0,0
MIR2467,2,0,0,0
LOC150935,3,0,0,0
MIR4786,0,0,0,0
NDUFA10,2133,1484,3,34
OR6B2,0,0,0,0
OR6B3,2,2,0,0
OTOS,0,4,0,0
GPC1,217,435,1,8
MIR149,0,0,0,0
ANKMY1,128,144,0,0
DUSP28,119,90,0,0
RNPEPL1,530,835,0,13
CAPN10,218,227,0,0
GPR35,72,45,1,0
AQP12B,0,0,0,0
AQP12A,0,0,0,0
KIF1A,13,5,0,0
AGXT,50,0,0,0
LOC200772,1,0,0,0
SNED1,313,705,0,0
PASK,418,159,0,0
PPP1R7,1266,1253,2,25
ANO7,64,13,0,0
HDLBP,14733,6678,7,109
SEPT2,9788,6336,14,219
FARP2,326,245,0,6
STK25,1397,1409,1,7
BOK-AS1,0,0,0,0
BOK,310,223,0,7
THAP4,1131,828,0,13
ATG4B,2097,1341,0,0
DTYMK,338,266,0,3
ING5,572,383,0,0
D2HGDH,149,206,0,0
GAL3ST2,5,0,0,0
NEU4,77,31,0,0
PDCD1,70,18,0,0
DEFB125,0,0,0,0
DEFB126,0,0,0,0
DEFB127,0,0,0,0
DEFB128,0,0,0,0
DEFB129,0,0,0,0
DEFB132,0,0,0,0
C20orf96,102,220,5,20
ZCCHC3,1025,437,0,7
SOX12,91,44,0,0
NRSN2,285,473,1,8
TRIB3,1477,146,0,1
RBCK1,2425,1165,7,94
TBC1D20,2036,961,0,17
CSNK2A1,2087,703,3,77
TCF15,311,27,0,0
SRXN1,1385,1491,3,109
SCRT2,0,0,0,0
SLC52A3,51,65,0,0
FAM110A,366,78,1,7
ANGPT4,4,14,0,0
RSPO4,56,132,0,8
PSMF1,3626,1861,17,120
TMEM74B,94,998,0,0
C20orf202,17,67,0,0
RAD21L1,2,0,0,0
SNPH,39,86,0,0
SDCBP2,14,3,0,0
FKBP1A-SDCBP2,0,0,0,0
SDCBP2-AS1,131,55,0,0
FKBP1A,14941,10633,131,2258
NSFL1C,3285,1764,7,68
SIRPB2,42,157,0,0
SIRPD,3,5,0,0
SIRPB1,60,113,6,117
SIRPG,18,8,0,0
LOC100289473,0,3,0,0
SIRPA,3126,1262,21,161
PDYN,0,0,0,0
STK35,1025,565,3,10
TGM3,70,9,0,0
TGM6,0,0,0,0
SNRPB,9346,4100,8,133
SNORD119,13,9,0,0
ZNF343,463,281,0,0
TMC2,11,23,0,0
NOP56,6159,3330,0,16
MIR1292,4,0,0,0
SNORD110,14,10,0,0
SNORA51,4,2,0,0
SNORD86,0,0,0,0
SNORD56,10,16,0,0
SNORD57,32,5,0,0
IDH3B,2125,1835,9,8
EBF4,146,180,0,0
CPXM1,46,143,0,3
C20orf141,1,3,0,0
TMEM239,0,0,0,0
PCED1A,732,1056,0,7
VPS16,782,623,0,2
PTPRA,1493,1279,0,58
GNRH2,1,0,0,0
MRPS26,1008,719,1,5
OXT,5,2,0,0
AVP,0,0,0,0
UBOX5-AS1,8,4,0,0
UBOX5,240,131,0,0
FASTKD5,946,258,0,4
DDRGK1,1095,867,4,30
ITPA,924,811,0,0
SLC4A11,18,9,0,1
C20orf194,714,517,0,2
ATRN,642,508,0,6
GFRA4,0,0,0,0
ADAM33,37,358,2,0
SIGLEC1,118,65,0,18
HSPA12B,276,951,0,0
C20orf27,196,633,0,0
SPEF1,31,14,0,0
CENPB,830,959,0,11
CDC25B,2503,2943,0,33
AP5S1,91,150,0,0
MAVS,1163,929,0,17
PANK2,1662,494,6,38
MIR103A2,1,0,0,0
MIR103B2,0,0,0,0
RNF24,491,53,0,44
SMOX,1169,441,0,11
ADRA1D,81,60,0,0
PRNP,8280,2683,8,160
PRND,1,17,0,0
PRNT,0,0,0,0
RASSF2,4962,1299,1,57
SLC23A2,1064,657,0,14
TMEM230,2082,2235,4,159
PCNA,661,301,4,13
PCNA-AS1,0,0,0,0
CDS2,2023,1045,0,77
PROKR2,4,0,0,0
LINC00658,1,0,0,0
LOC643406,4,1,0,0
LINC00654,16,14,0,4
GPCPD1,2592,2092,3,51
CHGB,2,5,0,0
TRMT6,1014,450,0,29
MCM8,116,56,3,0
CRLS1,1327,864,1,33
LRRN4,111,18,0,0
FERMT1,96,43,0,0
BMP2,2518,444,15,87
HAO1,0,0,0,0
TMX4,347,688,2,43
PLCB1,99,376,0,0
PLCB4,79,546,0,3
LAMP5,10,21,0,0
SNAP25-AS1,0,2,0,0
ANKEF1,77,32,0,0
SNAP25,21,128,0,0
MKKS,732,698,4,22
SLX4IP,6,2,0,0
JAG1,4506,2144,1,21
LOC339593,0,3,0,0
BTBD3,503,467,1,0
SPTLC3,23,48,0,4
ISM1,20,74,0,0
ISM1-AS1,2,0,0,0
TASP1,293,223,0,12
ESF1,727,378,0,0
NDUFAF5,386,210,0,0
SEL1L2,1,0,0,0
MACROD2,72,387,0,0
FLRT3,214,85,0,6
MACROD2-AS1,0,0,0,0
KIF16B,204,196,0,0
SNRPB2,2632,1016,4,57
OTOR,0,0,0,0
PCSK2,28,32,0,0
BFSP1,41,139,0,0
DSTN,8316,13275,9,197
RRBP1,4207,4352,9,47
BANF2,1,0,0,0
SNX5,2490,1445,8,24
SNORD17,152,6,2,4
MGME1,268,152,0,2
OVOL2,57,10,0,0
PET117,18,26,0,0
ZNF133,419,347,0,0
LINC00851,0,0,0,0
DZANK1,46,40,0,0
POLR3F,399,277,2,21
MIR3192,1,0,0,0
RBBP9,319,252,0,28
SEC23B,3953,474,4,63
DTD1,584,617,0,22
LINC00652,0,0,0,0
LOC100270804,17,8,0,0
C20orf78,0,0,0,0
SCP2D1,0,0,2,0
SLC24A3,427,199,0,2
LOC100130264,4,0,0,0
RIN2,3502,1179,0,183
NAA20,2008,943,3,87
CRNKL1,758,354,0,20
INSM1,8,0,0,0
RALGAPA2,6011,1962,6,37
XRN2,3457,1597,5,22
NKX2-4,0,0,0,0
NKX2-2,0,2,0,0
PAX1,1,6,0,0
LOC284788,0,0,0,0
LINC00261,112,81,0,0
FOXA2,263,38,0,5
SSTR4,0,0,0,0
THBD,3628,7216,3,34
CD93,26456,14096,30,239
LINC00656,41,10,0,0
NXT1,2939,1025,0,36
GZF1,646,357,0,23
NAPB,528,277,0,16
CSTL1,0,0,0,0
CST11,0,0,0,0
CST8,0,2,0,0
CST13P,0,0,0,0
CST9L,0,0,0,0
CST9,0,0,0,0
CST3,3856,10789,61,357
CST4,0,0,0,0
CST1,22,1,0,0
CST2,1,4,0,0
CST5,11,21,0,0
GGTLC1,361,114,0,0
SYNDIG1,30,25,0,0
CST7,1680,208,22,155
APMAP,2870,1435,0,71
ACSS1,592,411,0,0
VSX1,0,1,0,4
LOC284798,22,0,0,0
ENTPD6,1598,631,0,0
PYGB,981,2128,0,13
ABHD12,729,1364,0,25
GINS1,2,22,1,0
NINL,147,160,0,3
NANP,415,122,0,0
ZNF337,1156,476,0,2
FAM182B,8,4,0,0
LOC100134868,8,2,0,0
FAM182A,7,15,0,0
NCOR1P1,0,0,0,0
MIR663A,0,0,0,0
MLLT10P1,0,0,0,0
DEFB115,0,0,0,0
DEFB116,0,0,0,0
DEFB118,0,10,0,0
DEFB119,0,0,0,0
DEFB121,0,0,0,0
DEFB122,0,0,0,0
DEFB123,0,0,0,0
DEFB124,0,9,0,0
REM1,34,190,0,0
LINC00028,2,13,0,0
HM13,7497,1793,8,76
HM13-AS1,47,10,0,0
ID1,2303,6499,1,64
MIR3193,1,1,0,0
COX4I2,156,5288,1,0
BCL2L1,4775,2445,0,23
TPX2,39,21,0,3
MYLK2,0,10,0,0
FOXS1,47,172,0,0
DUSP15,6,32,0,0
TTLL9,1,1,0,0
PDRG1,1218,552,0,1
XKR7,0,0,0,0
CCM2L,68,624,0,0
HCK,2116,1103,27,322
TM9SF4,2308,821,1,57
TSPY26P,10,4,0,0
PLAGL2,1500,311,5,21
POFUT1,696,548,1,11
KIF3B,1518,850,0,2
ASXL1,7944,2188,1,31
C20orf203,10,22,0,6
COMMD7,1141,1115,0,8
DNMT3B,35,38,1,0
MAPRE1,7861,2426,11,323
SUN5,0,0,0,0
BPIFB2,0,0,0,5
BPIFB6,0,0,0,0
BPIFB3,0,0,0,0
BPIFB4,0,0,0,0
BPIFA2,7,4,0,0
BPIFA4P,0,0,0,0
BPIFA3,0,0,0,0
BPIFA1,19,0,0,0
BPIFB1,302,447,2,0
CDK5RAP1,657,373,2,0
SNTA1,159,336,0,0
CBFA2T2,667,229,0,0
NECAB3,125,164,0,0
C20orf144,1,0,0,0
ACTL10,12,4,0,0
E2F1,45,49,0,0
PXMP4,37,143,0,0
ZNF341,119,57,0,0
CHMP4B,13312,4512,7,164
RALY,5060,4297,2,85
MIR4755,0,0,0,0
EIF2S2,7944,2238,7,91
ASIP,7,0,0,3
AHCY,2112,1097,2,27
ITCH,1793,619,0,18
MIR644A,0,4,0,0
DYNLRB1,4101,3169,45,291
MAP1LC3A,720,1024,0,11
PIGU,511,233,0,1
TP53INP2,1761,1335,0,21
NCOA6,1118,515,0,29
HMGB3P1,1,4,0,0
GGT7,407,358,0,5
ACSS2,1053,971,0,27
GSS,1009,573,0,3
MYH7B,38,72,0,0
MIR499A,3,0,0,0
MIR499B,0,0,0,0
TRPC4AP,3286,1428,0,7
EDEM2,817,638,0,7
PROCR,580,308,0,14
MMP24,335,275,0,0
EIF6,8636,2613,5,38
FAM83C,0,0,0,0
GDF5,88,2,0,0
CEP250,757,305,0,0
C20orf173,1,0,0,0
ERGIC3,2277,3150,7,77
SPAG4,265,161,0,0
CPNE1,3046,1442,5,77
RBM12,2322,993,0,19
NFS1,303,326,0,10
ROMO1,2279,1712,2,22
RBM39,12323,5097,5,86
PHF20,1676,720,1,21
SCAND1,935,1336,1,8
CNBD2,0,3,0,0
EPB41L1,354,1020,1,0
AAR2,1656,947,0,13
DLGAP4,2847,1715,5,47
MYL9,4599,29012,63,621
TGIF2,2474,658,1,19
SLA2,212,78,0,0
NDRG3,309,577,0,1
DSN1,210,186,0,0
SOGA1,184,344,0,0
SAMHD1,476,912,1,63
RBL1,54,18,2,0
MROH8,39,27,0,15
RPN2,9043,2889,11,145
GHRH,0,0,0,0
MANBAL,1576,1006,4,41
SRC,2092,363,0,57
BLCAP,1685,1200,0,1
NNAT,22,3,0,0
LINC00489,0,0,0,0
LOC100287792,0,10,0,0
CTNNBL1,2515,1052,1,12
VSTM2L,22,45,0,0
TTI1,724,270,2,9
RPRD1B,1550,678,2,5
TGM2,18422,20933,19,251
KIAA1755,23,57,0,10
BPI,18,51,1,22
LBP,0,41,2,17
SNORA71B,10,0,1,0
SNORA71A,7,10,0,0
SNORA71C,10,0,0,0
SNORA71D,0,0,0,0
SNHG11,129,318,0,0
SNORA60,6,0,0,0
RALGAPB,1895,712,0,14
ADIG,0,4,0,0
ARHGAP40,5,0,0,0
SLC32A1,1,0,0,0
ACTR5,487,213,0,0
PPP1R16B,1003,832,0,0
FAM83D,21,98,0,5
DHX35,297,232,0,0
MAFB,993,708,1,29
TOP1,10844,1772,5,140
PLCG1,1443,2072,0,7
ZHX3,387,729,0,0
LPIN3,90,127,0,0
EMILIN3,4,6,0,0
CHD6,725,255,0,5
PTPRT,6,3,0,0
SRSF6,6803,3425,1,108
L3MBTL1,47,15,0,0
SGK2,13,12,0,0
IFT52,408,582,0,6
MYBL2,11,43,0,0
GTSF1L,2,0,0,0
TOX2,412,624,0,3
JPH2,35,329,0,1
GDAP1L1,4,2,0,0
FITM2,9,0,0,0
R3HDML,0,0,0,0
HNF4A,0,8,0,0
MIR3646,0,0,0,0
TTPAL,431,159,0,7
SERINC3,2004,1656,4,80
PKIG,9579,7521,17,157
ADA,831,391,3,45
WISP2,255,3105,0,0
KCNK15,9,70,0,0
RIMS4,6,18,0,0
YWHAB,10994,5355,14,374
PABPC1L,207,54,0,0
TOMM34,3995,524,0,6
STK4-AS1,1,3,0,0
STK4,1876,552,1,119
KCNS1,6,7,1,0
WFDC5,0,0,0,0
WFDC12,4,6,0,0
PI3,14145,16,85,741
SEMG1,1,0,0,0
SEMG2,1,0,0,0
SLPI,4806,1140,29,291
MATN4,20,3,0,0
RBPJL,8,0,0,0
SDC4,23158,2869,45,856
SYS1,1738,602,1,33
SYS1-DBNDD2,0,0,0,0
TP53TG5,1,0,0,0
DBNDD2,41,56,0,0
PIGT,1651,2002,5,36
WFDC2,1775,313,10,108
SPINT3,1,0,0,0
WFDC6,6,0,0,0
EPPIN-WFDC6,1,0,0,0
EPPIN,20,2,0,0
WFDC8,5,2,0,0
WFDC9,0,0,0,0
WFDC10A,2,0,0,0
WFDC11,5,0,0,0
WFDC10B,72,3,0,0
WFDC13,10,0,0,0
SPINT4,0,0,0,0
WFDC3,207,2,0,0
DNTTIP1,2003,489,0,5
UBE2C,91,32,0,0
TNNC2,64,54,0,0
SNX21,415,496,0,0
ACOT8,238,224,0,0
ZSWIM3,156,67,0,0
ZSWIM1,38,25,0,2
SPATA25,1,6,0,0
NEURL2,22,21,0,0
CTSA,1592,1924,3,8
PLTP,610,1437,11,72
PCIF1,1064,1112,0,47
ZNF335,1692,698,0,13
MMP9,10545,425,10,68
SLC12A5,10,42,0,0
NCOA5,1613,810,0,24
CD40,7982,1045,4,67
CDH22,0,5,0,0
SLC35C2,1204,872,0,8
ELMO2,1669,581,0,54
MKRN7P,2,0,0,0
ZNF334,19,31,0,0
OCSTAMP,2,0,0,0
SLC13A3,57,74,0,0
TP53RK,1773,379,0,9
SLC2A10,91,100,0,0
EYA2,32,70,0,0
MIR3616,0,0,0,0
ZMYND8,698,482,0,1
LOC100131496,15,0,0,0
NCOA3,2014,983,0,75
SULF2,639,1748,0,14
LINC00494,12,5,0,0
PREX1,2453,2189,0,50
ARFGEF2,1370,375,0,10
CSE1L,2682,897,0,23
STAU1,4695,2123,5,252
DDX27,2489,1129,2,62
ZNFX1,8189,1800,16,226
ZFAS1,17397,2962,16,291
SNORD12C,10,0,0,0
SNORD12B,7,7,0,0
SNORD12,14,15,0,0
KCNB1,1,8,0,0
PTGIS,860,1386,0,2
B4GALT5,4212,3762,9,142
SLC9A8,789,586,7,81
SPATA2,604,325,0,8
RNF114,6773,1804,6,106
SNAI1,1879,995,0,3
UBE2V1,28,0,0,0
TMEM189-UBE2V1,0,0,0,0
TMEM189,1095,431,0,5
CEBPB,5551,2719,11,186
PTPN1,10917,3269,0,42
MIR645,9,6,0,0
PARD6B,417,94,0,0
BCAS4,89,79,0,0
ADNP,1689,524,0,32
DPM1,2185,664,0,10
MOCS3,164,77,0,0
KCNG1,80,7,0,0
NFATC2,943,509,0,0
MIR3194,0,0,0,0
ATP9A,473,438,0,18
SALL4,24,1,0,0
ZFP64,102,112,0,9
TSHZ2,150,494,0,1
ZNF217,966,426,0,19
SUMO1P1,1,30,0,5
BCAS1,39,34,0,8
MIR4756,0,0,0,0
CYP24A1,80,5,0,27
PFDN4,543,213,0,23
DOK5,290,62,1,10
CBLN4,10,4,0,0
MC3R,3,0,0,0
FAM210B,514,755,3,9
AURKA,90,33,0,0
CSTF1,776,254,0,7
CASS4,60,83,0,0
GCNT7,9,5,0,0
FAM209A,12,12,0,0
FAM209B,19,7,0,0
TFAP2C,132,47,0,0
BMP7,336,25,0,2
MIR4325,0,0,0,0
SPO11,0,0,0,0
RAE1,1453,568,1,7
MTRNR2L3,2,0,1,0
RBM38,495,312,0,16
CTCFL,0,23,0,0
PCK1,0,3,0,0
ZBP1,86,34,4,58
PMEPA1,3725,1248,0,22
C20orf85,123,71,0,27
PPP4R1L,210,72,0,4
RAB22A,2028,933,2,29
VAPB,1517,840,1,5
APCDD1L,21,1,0,0
STX16,1486,1292,1,32
STX16-NPEPL1,5,1,0,0
NPEPL1,3,12,0,0
MIR296,0,0,0,0
MIR298,0,0,0,0
GNAS-AS1,1,0,0,0
GNAS,11467,10268,71,1272
NELFCD,1951,967,2,8
CTSZ,5579,6519,13,48
TUBB1,94,77,0,0
SLMO2-ATP5E,0,0,0,0
ZNF831,189,24,0,0
EDN3,5,23,0,0
PHACTR3,161,102,0,0
LOC100506384,2,0,0,0
SYCP2,79,67,0,8
FAM217B,86,136,1,0
PPP1R3D,152,121,0,14
CDH26,40,51,0,0
C20orf197,0,5,0,0
MIR4533,0,0,0,0
CDH4,37,27,0,1
MIR1257,0,0,0,0
TAF4,317,138,0,0
LSM14B,801,519,0,22
PSMA7,9338,3883,6,65
SS18L1,920,274,1,0
HRH3,0,2,0,0
OSBPL2,1328,740,0,7
ADRM1,4116,2107,5,23
LAMA5,1952,1383,0,65
MIR4758,0,0,0,0
RPS21,17785,9859,75,446
CABLES2,236,138,0,0
RBBP8NL,0,0,0,0
GATA5,56,73,0,0
MIR1-1,0,0,0,0
MIR133A2,0,0,0,0
SLCO4A1,6822,5648,8,41
NTSR1,1,0,0,0
LINC00659,1,0,0,3
MRGBP,688,295,1,1
OGFR,1289,393,0,23
COL9A3,14,11,0,0
TCFL5,66,121,0,16
DPH3P1,2,6,0,0
DIDO1,2468,1078,1,4
GID8,1730,1047,0,25
SLC17A9,317,92,0,1
BHLHE23,0,0,0,0
LINC00029,0,0,0,0
HAR1B,3,0,0,0
HAR1A,11,20,0,0
MIR124-3,0,0,0,0
YTHDF1,2250,1154,0,27
BIRC7,6,11,0,0
MIR3196,0,0,0,0
NKAIN4,0,6,0,0
FLJ16779,0,0,0,0
ARFGAP1,1594,1126,2,2
MIR4326,0,0,0,0
COL20A1,2,0,0,0
CHRNA4,0,1,0,0
KCNQ2,1,7,0,0
EEF1A2,35,1,0,1
PPDPF,871,2732,48,283
PTK6,39,34,0,0
SRMS,0,0,0,0
HELZ2,901,384,10,54
GMEB2,742,530,0,6
STMN3,375,456,4,0
RTEL1,55,39,0,0
RTEL1-TNFRSF6B,9,2,0,0
TNFRSF6B,8,0,0,0
ARFRP1,2579,1613,0,4
ZGPAT,1033,903,0,2
LIME1,153,139,0,0
SLC2A4RG,288,647,2,3
ZBTB46,327,311,0,0
ABHD16B,57,52,0,0
TPD52L2,4900,2749,1,21
DNAJC5,3370,1116,7,13
MIR941-1,0,0,0,0
MIR941-3,0,0,0,0
MIR941-4,0,0,0,0
MIR941-2,0,0,0,0
UCKL1,828,861,0,19
MIR1914,6,24,0,0
MIR647,3,5,0,0
UCKL1-AS1,7,4,0,0
ZNF512B,69,157,0,0
SAMD10,92,44,0,2
PRPF6,2375,1966,0,12
SOX18,184,420,0,6
TCEA2,216,920,0,10
RGS19,272,518,0,46
OPRL1,15,78,0,0
NPBWR2,0,0,0,0
MYT1,1,0,0,0
PCMTD2,320,420,0,3
LINC00266-1,1,0,0,0
TEKT4P2,133,49,0,3
TPTE,0,6,0,0
BAGE4,0,3,0,0
BAGE2,0,0,0,0
BAGE3,0,0,0,0
BAGE5,0,0,0,0
BAGE,0,2,0,0
ANKRD30BP2,0,8,0,0
MIR3156-3,0,0,0,0
POTED,0,0,0,0
ANKRD20A11P,1,10,0,0
LIPI,0,0,0,0
RBM11,28,25,0,10
ABCC13,5,25,2,0
HSPA13,1342,219,0,9
SAMSN1,1507,493,23,593
SAMSN1-AS1,11,0,0,0
LOC388813,40,0,0,10
NRIP1,4145,440,0,15
USP25,1221,620,5,134
MIR99A,0,0,0,0
MIRLET7C,1,0,0,0
MIR125B2,0,0,0,0
CXADR,284,86,0,10
BTG3,7393,1048,0,162
C21orf91-OT1,5,0,0,0
C21orf91,451,251,2,46
CHODL-AS1,0,0,0,0
CHODL,3,49,0,0
TMPRSS15,0,10,0,0
LINC00320,0,0,0,0
NCAM2,26,39,0,8
LINC00317,0,0,0,0
LINC00308,0,0,2,0
D21S2088E,0,0,0,0
LINC00158,8,3,0,0
MIR155HG,826,72,0,95
MIR155,0,0,0,0
LINC00515,9,11,0,0
MRPL39,1061,263,1,4
JAM2,601,2328,0,34
GABPA,374,386,0,20
APP,29236,9798,16,317
CYYR1,133,1876,0,9
ADAMTS1,3700,18450,4,48
ADAMTS5,30,72,0,0
MIR4759,0,0,0,0
MIR5009,0,0,0,0
LINC00113,0,0,0,0
LINC00314,0,0,0,0
LINC00161,2,6,0,0
N6AMT1,65,67,0,0
LTN1,905,232,0,28
RWDD2B,199,425,0,26
USP16,1374,698,8,20
CCT8,9227,2169,1,4
LINC00189,25,15,0,0
BACH1,3036,616,0,67
GRIK1,75,11,0,0
GRIK1-AS2,56,8,0,0
GRIK1-AS1,25,0,0,0
CLDN17,0,0,0,0
LINC00307,0,0,0,0
CLDN8,0,0,0,0
KRTAP24-1,0,0,0,0
KRTAP25-1,0,0,0,0
KRTAP26-1,0,0,0,0
KRTAP27-1,0,0,0,0
KRTAP23-1,0,0,0,0
KRTAP13-2,0,0,0,0
MIR4327,0,0,0,0
KRTAP13-1,0,0,0,0
KRTAP13-3,0,0,0,0
KRTAP13-4,0,0,0,0
KRTAP15-1,0,0,0,0
KRTAP19-1,0,0,0,0
KRTAP19-2,0,0,0,0
KRTAP19-3,0,0,0,0
KRTAP19-4,0,0,0,0
KRTAP19-5,0,0,0,0
KRTAP19-6,0,0,0,0
KRTAP19-7,0,0,0,0
KRTAP22-2,0,0,0,0
KRTAP6-3,0,0,0,0
KRTAP6-2,0,0,0,0
KRTAP22-1,0,0,0,0
KRTAP6-1,0,0,0,0
KRTAP20-1,0,0,0,0
KRTAP20-4,0,0,0,0
KRTAP20-2,0,0,0,0
KRTAP20-3,0,0,0,0
KRTAP21-3,0,0,0,0
KRTAP21-2,1,0,0,0
KRTAP21-1,0,0,0,0
KRTAP8-1,0,0,0,0
KRTAP7-1,1,0,0,0
KRTAP11-1,0,0,0,0
KRTAP19-8,0,0,0,0
TIAM1,226,422,0,0
SOD1,4260,3757,8,131
SCAF4,1919,528,2,2
HUNK,20,21,0,0
LINC00159,0,0,0,0
MIS18A,125,89,2,0
MRAP,9,8,0,0
URB1,1379,376,0,0
EVA1C,1022,3088,1,30
TCP10L,34,28,0,0
SYNJ1,634,269,0,16
PAXBP1-AS1,24,47,0,0
PAXBP1,1417,731,1,15
C21orf62,0,3,0,0
OLIG2,43,0,0,0
OLIG1,28,4,2,8
IFNAR2,1022,431,0,31
IL10RB,1477,536,1,16
IFNAR1,2654,1125,1,60
IFNGR2,7324,2090,5,289
TMEM50B,1276,1233,0,16
DNAJC28,12,10,0,0
GART,4059,575,0,19
SON,9364,3062,2,48
DONSON,506,151,0,6
CRYZL1,278,350,0,17
ITSN1,848,435,0,0
LINC00649,20,20,0,0
MRPS6,2368,604,0,50
SLC5A3,1310,65,0,12
LINC00310,20,14,0,0
KCNE2,22,6,0,0
KCNE1,93,26,3,12
RCAN1,7071,5485,1,51
CLIC6,236,125,0,7
LINC00160,0,0,0,0
RUNX1,4706,1138,5,46
RUNX1-IT1,5,2,0,0
LOC100506403,0,0,0,0
MIR802,0,0,0,0
SETD4,593,425,0,9
LOC100133286,0,2,0,0
CBR1,353,527,0,1
CBR3-AS1,22,23,0,0
CBR3,108,143,0,2
MORC3,2482,370,0,15
CHAF1B,70,59,0,6
CLDN14,457,10,0,0
SIM2,12,34,0,2
HLCS,245,220,0,0
PIGP,232,225,0,19
TTC3,1501,1372,4,8
DSCR9,7,13,0,0
DYRK1A,2566,846,0,56
KCNJ6,1,10,0,0
DSCR4,0,0,0,0
DSCR8,0,0,0,0
DSCR10,0,0,0,0
KCNJ15,301,340,0,39
ERG,1280,3030,0,36
LINC00114,0,0,0,0
ETS2,28852,18659,15,533
PSMG1,830,547,0,13
BRWD1,2135,766,0,11
BRWD1-AS1,0,4,0,0
HMGN1,3895,2558,7,96
WRB,384,405,0,5
LCA5L,24,26,0,0
SH3BGR,73,92,0,0
B3GALT5,0,0,0,0
IGSF5,1,1,0,0
PCP4,0,4,0,0
DSCAM,2,12,0,0
MIR4760,0,0,0,0
DSCAM-AS1,0,2,0,0
DSCAM-IT1,0,0,0,0
LINC00323,2,24,0,0
MIR3197,0,0,0,0
BACE2,1579,1564,1,17
PLAC4,153,2,0,0
FAM3B,169,66,0,0
MX2,1535,290,105,1410
MX1,3002,1468,146,1868
TMPRSS2,920,414,0,1
LINC00111,0,0,0,0
LINC00479,4,2,0,0
LINC00112,0,0,0,0
RIPK4,843,53,0,0
PRDM15,502,196,0,0
C2CD2,1894,661,0,0
ZBTB21,2106,477,0,42
ZNF295-AS1,9,0,0,0
UMODL1,1,5,0,0
ABCG1,1382,951,1,32
TFF3,42,1122,1,4
TFF2,1,2,0,0
TFF1,21,0,0,0
TMPRSS3,115,16,0,2
UBASH3A,200,14,1,0
RSPH1,103,71,1,6
SLC37A1,706,267,0,7
PDE9A,380,646,0,0
WDR4,731,223,0,2
NDUFV3,1009,618,2,16
PKNOX1,1373,534,0,16
CBS,206,173,0,2
U2AF1,6839,3658,1,84
CRYAA,0,0,0,0
SIK1,5414,5023,0,60
LINC00319,5,5,0,0
LINC00313,9,18,0,0
HSF2BP,15,7,0,0
RRP1B,1155,597,0,14
PDXK,6079,1857,1,14
CSTB,14394,4967,67,883
RRP1,1873,884,1,0
AGPAT3,1935,1045,1,33
TRAPPC10,1958,857,1,3
PWP2,2385,857,0,7
ICOSLG,677,168,0,1
DNMT3L,0,0,0,0
AIRE,10,0,0,0
PFKL,2669,1638,1,12
TRPM2,253,43,0,2
LRRC3,22,14,0,0
TSPEAR,3,15,0,0
KRTAP10-1,0,0,0,0
KRTAP10-2,0,0,0,0
KRTAP10-3,0,0,0,0
KRTAP10-4,0,0,0,0
KRTAP10-5,0,0,0,0
KRTAP10-6,0,0,0,0
KRTAP10-7,0,0,0,0
KRTAP10-8,0,0,0,0
KRTAP10-9,0,0,0,0
KRTAP10-10,0,0,0,0
KRTAP10-11,0,0,0,0
KRTAP12-4,0,0,0,0
KRTAP12-3,0,0,0,0
KRTAP12-2,0,0,0,0
KRTAP12-1,0,0,0,0
KRTAP10-12,0,0,0,0
UBE2G2,3420,2051,2,20
SUMO3,2401,3183,1,60
PTTG1IP,12223,6239,18,143
ITGB2,1647,1388,5,55
ITGB2-AS1,95,33,4,9
FAM207A,675,266,0,0
LINC00163,3,27,0,0
SSR4P1,4,26,0,0
